Year,Jurisdiction,Category,Management,Fate,Tonnes,Core or non-core,Jurisdiction_State
2010-2011,Vic,"Textiles, leather & rubber (excl. tyres)",Recycling,Recycling,21482,Core waste,Victoria
2010-2011,Vic,Unclassified materials,Energy from waste facility,Energy recovery,0,Core waste,Victoria
2010-2011,Vic,Unclassified materials,Landfill,Disposal,0,Core waste,Victoria
2010-2011,Vic,Unclassified materials,Landfill,Energy recovery,0,Core waste,Victoria
2010-2011,Vic,Unclassified materials,Recycling,Recycling,0,Core waste,Victoria
2010-2011,WA,Ash,Other disposal,Long-term storage,296372.4799,Non-core waste,Western Australia
2010-2011,WA,Ash,Recycling,Recycling,712315.013,Non-core waste,Western Australia
2010-2011,WA,Biosolids,Other disposal,Disposal,12411.50566,Core waste,Western Australia
2010-2011,WA,Biosolids,Recycling,Recycling,98050.89471,Core waste,Western Australia
2010-2011,WA,Building and demolition materials,Landfill,Disposal,1600653,Core waste,Western Australia
2010-2011,WA,Building and demolition materials,Recycling,Recycling,764454,Core waste,Western Australia
2010-2011,WA,Glass,Landfill,Disposal,97542,Core waste,Western Australia
2010-2011,WA,Glass,Recycling,Recycling,26745,Core waste,Western Australia
2010-2011,WA,Hazardous wastes,Energy from waste facility,Energy recovery,11495.37934,Core waste,Western Australia
2010-2011,WA,Hazardous wastes,Landfill,Disposal,112964.2523,Core waste,Western Australia
2010-2011,WA,Hazardous wastes,Other disposal,Disposal,3071.943815,Core waste,Western Australia
2010-2011,WA,Hazardous wastes,Recycling,Recycling,398395.0554,Core waste,Western Australia
2010-2011,WA,Hazardous wastes,Treatment,Disposal,24850.97119,Core waste,Western Australia
2010-2011,WA,Hazardous wastes,Treatment,Energy recovery,8167.528539,Core waste,Western Australia
2010-2011,WA,Hazardous wastes,Treatment,Recycling,39934.53894,Core waste,Western Australia
2010-2011,WA,Metals,Landfill,Disposal,106325,Core waste,Western Australia
2010-2011,WA,Metals,Recycling,Recycling,487070,Core waste,Western Australia
2010-2011,WA,Organics,Energy from waste facility,Energy recovery,0,Core waste,Western Australia
2010-2011,WA,Organics,Landfill,Disposal,1079865,Core waste,Western Australia
2010-2011,WA,Organics,Landfill,Energy recovery,110531,Core waste,Western Australia
2010-2011,WA,Organics,Recycling,Recycling,483717,Core waste,Western Australia
2010-2011,WA,Paper & cardboard,Energy from waste facility,Energy recovery,0,Core waste,Western Australia
2010-2011,WA,Paper & cardboard,Landfill,Disposal,286545,Core waste,Western Australia
2010-2011,WA,Paper & cardboard,Landfill,Energy recovery,40580,Core waste,Western Australia
2010-2011,WA,Paper & cardboard,Recycling,Recycling,244460,Core waste,Western Australia
2010-2011,WA,Plastics,Landfill,Disposal,343121,Core waste,Western Australia
2010-2011,WA,Plastics,Recycling,Recycling,14353,Core waste,Western Australia
2010-2011,WA,"Textiles, leather & rubber (excl. tyres)",Energy from waste facility,Energy recovery,0,Core waste,Western Australia
2010-2011,WA,"Textiles, leather & rubber (excl. tyres)",Landfill,Disposal,80968,Core waste,Western Australia
2010-2011,WA,"Textiles, leather & rubber (excl. tyres)",Landfill,Energy recovery,11400,Core waste,Western Australia
2010-2011,WA,"Textiles, leather & rubber (excl. tyres)",Recycling,Recycling,5326,Core waste,Western Australia
2010-2011,WA,Unclassified materials,Energy from waste facility,Energy recovery,0,Core waste,Western Australia
2010-2011,WA,Unclassified materials,Landfill,Disposal,0,Core waste,Western Australia
2010-2011,WA,Unclassified materials,Landfill,Energy recovery,0,Core waste,Western Australia
2010-2011,WA,Unclassified materials,Recycling,Recycling,0,Core waste,Western Australia
2009-2010,ACT,Biosolids,Other disposal,Disposal,21302.04639,Core waste,Australian Capital Territory
2009-2010,ACT,Biosolids,Recycling,Recycling,0,Core waste,Australian Capital Territory
2009-2010,ACT,Building and demolition materials,Landfill,Disposal,15564,Core waste,Australian Capital Territory
2009-2010,ACT,Building and demolition materials,Recycling,Recycling,219670,Core waste,Australian Capital Territory
2009-2010,ACT,Glass,Landfill,Disposal,6249,Core waste,Australian Capital Territory
2009-2010,ACT,Glass,Recycling,Recycling,14939,Core waste,Australian Capital Territory
2009-2010,ACT,Hazardous wastes,Energy from waste facility,Energy recovery,974.7626314,Core waste,Australian Capital Territory
2009-2010,ACT,Hazardous wastes,Landfill,Disposal,2839.158643,Core waste,Australian Capital Territory
2009-2010,ACT,Hazardous wastes,Other disposal,Disposal,154.133327,Core waste,Australian Capital Territory
2009-2010,ACT,Hazardous wastes,Recycling,Recycling,4622.642265,Core waste,Australian Capital Territory
2009-2010,ACT,Hazardous wastes,Treatment,Disposal,821.6692572,Core waste,Australian Capital Territory
2009-2010,ACT,Hazardous wastes,Treatment,Energy recovery,142.2001437,Core waste,Australian Capital Territory
2009-2010,ACT,Hazardous wastes,Treatment,Recycling,1252.854084,Core waste,Australian Capital Territory
2009-2010,ACT,Metals,Landfill,Disposal,6611,Core waste,Australian Capital Territory
2009-2010,ACT,Metals,Recycling,Recycling,33040,Core waste,Australian Capital Territory
2009-2010,ACT,Organics,Energy from waste facility,Energy recovery,0,Core waste,Australian Capital Territory
2009-2010,ACT,Organics,Landfill,Disposal,60425,Core waste,Australian Capital Territory
2009-2010,ACT,Organics,Landfill,Energy recovery,13691,Core waste,Australian Capital Territory
2009-2010,ACT,Organics,Recycling,Recycling,193515,Core waste,Australian Capital Territory
2009-2010,ACT,Paper & cardboard,Energy from waste facility,Energy recovery,0,Core waste,Australian Capital Territory
2009-2010,ACT,Paper & cardboard,Landfill,Disposal,17352,Core waste,Australian Capital Territory
2009-2010,ACT,Paper & cardboard,Landfill,Energy recovery,12043,Core waste,Australian Capital Territory
2009-2010,ACT,Paper & cardboard,Recycling,Recycling,45597,Core waste,Australian Capital Territory
2009-2010,ACT,Plastics,Landfill,Disposal,23650,Core waste,Australian Capital Territory
2009-2010,ACT,Plastics,Recycling,Recycling,1909,Core waste,Australian Capital Territory
2009-2010,ACT,"Textiles, leather & rubber (excl. tyres)",Energy from waste facility,Energy recovery,0,Core waste,Australian Capital Territory
2009-2010,ACT,"Textiles, leather & rubber (excl. tyres)",Landfill,Disposal,15744,Core waste,Australian Capital Territory
2009-2010,ACT,"Textiles, leather & rubber (excl. tyres)",Landfill,Energy recovery,8319,Core waste,Australian Capital Territory
2009-2010,ACT,"Textiles, leather & rubber (excl. tyres)",Recycling,Recycling,4165,Core waste,Australian Capital Territory
2009-2010,ACT,Unclassified materials,Energy from waste facility,Energy recovery,0,Core waste,Australian Capital Territory
2009-2010,ACT,Unclassified materials,Landfill,Disposal,0,Core waste,Australian Capital Territory
2009-2010,ACT,Unclassified materials,Landfill,Energy recovery,0,Core waste,Australian Capital Territory
2009-2010,ACT,Unclassified materials,Recycling,Recycling,618,Core waste,Australian Capital Territory
2009-2010,NSW,Ash,Other disposal,Long-term storage,3540372.747,Non-core waste,New South Wales
2009-2010,NSW,Ash,Recycling,Recycling,2847797.376,Non-core waste,New South Wales
2009-2010,NSW,Biosolids,Other disposal,Disposal,83664.66685,Core waste,New South Wales
2009-2010,NSW,Biosolids,Recycling,Recycling,330255.2639,Core waste,New South Wales
2009-2010,NSW,Building and demolition materials,Landfill,Disposal,1085249,Core waste,New South Wales
2009-2010,NSW,Building and demolition materials,Recycling,Recycling,4307000,Core waste,New South Wales
2009-2010,NSW,Glass,Landfill,Disposal,139930,Core waste,New South Wales
2009-2010,NSW,Glass,Recycling,Recycling,299500,Core waste,New South Wales
2009-2010,NSW,Hazardous wastes,Energy from waste facility,Energy recovery,27870.93483,Core waste,New South Wales
2009-2010,NSW,Hazardous wastes,Landfill,Disposal,614392.7824,Core waste,New South Wales
2009-2010,NSW,Hazardous wastes,Other disposal,Disposal,2821.969409,Core waste,New South Wales
2009-2010,NSW,Hazardous wastes,Recycling,Recycling,135438.4507,Core waste,New South Wales
2009-2010,NSW,Hazardous wastes,Treatment,Disposal,125411.1732,Core waste,New South Wales
2009-2010,NSW,Hazardous wastes,Treatment,Energy recovery,49363.05058,Core waste,New South Wales
2009-2010,NSW,Hazardous wastes,Treatment,Recycling,330235.6416,Core waste,New South Wales
2009-2010,NSW,Metals,Landfill,Disposal,155611,Core waste,New South Wales
2009-2010,NSW,Metals,Recycling,Recycling,1997383,Core waste,New South Wales
2009-2010,NSW,Organics,Energy from waste facility,Energy recovery,0,Core waste,New South Wales
2009-2010,NSW,Organics,Landfill,Disposal,2140568,Core waste,New South Wales
2009-2010,NSW,Organics,Landfill,Energy recovery,428105,Core waste,New South Wales
2009-2010,NSW,Organics,Recycling,Recycling,1657500,Core waste,New South Wales
2009-2010,NSW,Paper & cardboard,Energy from waste facility,Energy recovery,0,Core waste,New South Wales
2009-2010,NSW,Paper & cardboard,Landfill,Disposal,212074,Core waste,New South Wales
2009-2010,NSW,Paper & cardboard,Landfill,Energy recovery,62382,Core waste,New South Wales
2009-2010,NSW,Paper & cardboard,Recycling,Recycling,840776,Core waste,New South Wales
2009-2010,NSW,Plastics,Landfill,Disposal,722482,Core waste,New South Wales
2009-2010,NSW,Plastics,Recycling,Recycling,72500,Core waste,New South Wales
2009-2010,NSW,"Textiles, leather & rubber (excl. tyres)",Energy from waste facility,Energy recovery,0,Core waste,New South Wales
2009-2010,NSW,"Textiles, leather & rubber (excl. tyres)",Landfill,Disposal,184724,Core waste,New South Wales
2009-2010,NSW,"Textiles, leather & rubber (excl. tyres)",Landfill,Energy recovery,51636,Core waste,New South Wales
2009-2010,NSW,"Textiles, leather & rubber (excl. tyres)",Recycling,Recycling,89500,Core waste,New South Wales
2009-2010,NSW,Unclassified materials,Energy from waste facility,Energy recovery,0,Core waste,New South Wales
2009-2010,NSW,Unclassified materials,Landfill,Disposal,241738,Core waste,New South Wales
2009-2010,NSW,Unclassified materials,Landfill,Energy recovery,0,Core waste,New South Wales
2009-2010,NSW,Unclassified materials,Recycling,Recycling,923000,Core waste,New South Wales
2009-2010,NT,Biosolids,Other disposal,Disposal,1219.082877,Core waste,Northern Territory
2009-2010,NT,Biosolids,Recycling,Recycling,9630.754727,Core waste,Northern Territory
2009-2010,NT,Building and demolition materials,Landfill,Disposal,111154,Core waste,Northern Territory
2009-2010,NT,Building and demolition materials,Recycling,Recycling,0,Core waste,Northern Territory
2009-2010,NT,Glass,Landfill,Disposal,7592,Core waste,Northern Territory
2009-2010,NT,Glass,Recycling,Recycling,2766,Core waste,Northern Territory
2009-2010,NT,Hazardous wastes,Energy from waste facility,Energy recovery,1246.93956,Core waste,Northern Territory
2009-2010,NT,Hazardous wastes,Landfill,Disposal,11735.58646,Core waste,Northern Territory
2009-2010,NT,Hazardous wastes,Other disposal,Disposal,294.4863901,Core waste,Northern Territory
2009-2010,NT,Hazardous wastes,Recycling,Recycling,11851.92634,Core waste,Northern Territory
2009-2010,NT,Hazardous wastes,Treatment,Disposal,2111.374875,Core waste,Northern Territory
2009-2010,NT,Hazardous wastes,Treatment,Energy recovery,787.7028071,Core waste,Northern Territory
2009-2010,NT,Hazardous wastes,Treatment,Recycling,4961.442739,Core waste,Northern Territory
2009-2010,NT,Metals,Landfill,Disposal,9786,Core waste,Northern Territory
2009-2010,NT,Metals,Recycling,Recycling,819,Core waste,Northern Territory
2009-2010,NT,Organics,Energy from waste facility,Energy recovery,0,Core waste,Northern Territory
2009-2010,NT,Organics,Landfill,Disposal,82909,Core waste,Northern Territory
2009-2010,NT,Organics,Landfill,Energy recovery,20466,Core waste,Northern Territory
2009-2010,NT,Organics,Recycling,Recycling,4117,Core waste,Northern Territory
2009-2010,NT,Paper & cardboard,Energy from waste facility,Energy recovery,0,Core waste,Northern Territory
2009-2010,NT,Paper & cardboard,Landfill,Disposal,21612,Core waste,Northern Territory
2009-2010,NT,Paper & cardboard,Landfill,Energy recovery,5603,Core waste,Northern Territory
2009-2010,NT,Paper & cardboard,Recycling,Recycling,5745,Core waste,Northern Territory
2009-2010,NT,Plastics,Landfill,Disposal,30314,Core waste,Northern Territory
2009-2010,NT,Plastics,Recycling,Recycling,399,Core waste,Northern Territory
2009-2010,NT,"Textiles, leather & rubber (excl. tyres)",Energy from waste facility,Energy recovery,0,Core waste,Northern Territory
2009-2010,NT,"Textiles, leather & rubber (excl. tyres)",Landfill,Disposal,5323,Core waste,Northern Territory
2009-2010,NT,"Textiles, leather & rubber (excl. tyres)",Landfill,Energy recovery,1029,Core waste,Northern Territory
2009-2010,NT,"Textiles, leather & rubber (excl. tyres)",Recycling,Recycling,0,Core waste,Northern Territory
2009-2010,NT,Unclassified materials,Energy from waste facility,Energy recovery,0,Core waste,Northern Territory
2009-2010,NT,Unclassified materials,Landfill,Disposal,0,Core waste,Northern Territory
2009-2010,NT,Unclassified materials,Landfill,Energy recovery,0,Core waste,Northern Territory
2009-2010,NT,Unclassified materials,Recycling,Recycling,0,Core waste,Northern Territory
2009-2010,Qld,Ash,Other disposal,Long-term storage,4039647.505,Non-core waste,Queensland
2009-2010,Qld,Ash,Recycling,Recycling,671114.849,Non-core waste,Queensland
2009-2010,Qld,Biosolids,Other disposal,Disposal,9566.859389,Core waste,Queensland
2009-2010,Qld,Biosolids,Recycling,Recycling,293383.6879,Core waste,Queensland
2009-2010,Qld,Building and demolition materials,Landfill,Disposal,1316275,Core waste,Queensland
2009-2010,Qld,Building and demolition materials,Recycling,Recycling,804684,Core waste,Queensland
2009-2010,Qld,Glass,Landfill,Disposal,121654,Core waste,Queensland
2009-2010,Qld,Glass,Recycling,Recycling,75796,Core waste,Queensland
2009-2010,Qld,Hazardous wastes,Energy from waste facility,Energy recovery,12701.78039,Core waste,Queensland
2009-2010,Qld,Hazardous wastes,Landfill,Disposal,775403.0502,Core waste,Queensland
2009-2010,Qld,Hazardous wastes,Other disposal,Disposal,17137.37242,Core waste,Queensland
2009-2010,Qld,Hazardous wastes,Recycling,Recycling,345769.2422,Core waste,Queensland
2009-2010,Qld,Hazardous wastes,Treatment,Disposal,65243.99672,Core waste,Queensland
2009-2010,Qld,Hazardous wastes,Treatment,Energy recovery,14785.68649,Core waste,Queensland
2009-2010,Qld,Hazardous wastes,Treatment,Recycling,109012.1331,Core waste,Queensland
2009-2010,Qld,Metals,Landfill,Disposal,140952,Core waste,Queensland
2009-2010,Qld,Metals,Recycling,Recycling,630548,Core waste,Queensland
2009-2010,Qld,Organics,Energy from waste facility,Energy recovery,188000,Core waste,Queensland
2009-2010,Qld,Organics,Landfill,Disposal,1453450,Core waste,Queensland
2009-2010,Qld,Organics,Landfill,Energy recovery,129040,Core waste,Queensland
2009-2010,Qld,Organics,Recycling,Recycling,908127,Core waste,Queensland
2009-2010,Qld,Paper & cardboard,Energy from waste facility,Energy recovery,0,Core waste,Queensland
2009-2010,Qld,Paper & cardboard,Landfill,Disposal,419256,Core waste,Queensland
2009-2010,Qld,Paper & cardboard,Landfill,Energy recovery,50403,Core waste,Queensland
2009-2010,Qld,Paper & cardboard,Recycling,Recycling,492677,Core waste,Queensland
2009-2010,Qld,Plastics,Landfill,Disposal,565598,Core waste,Queensland
2009-2010,Qld,Plastics,Recycling,Recycling,28052,Core waste,Queensland
2009-2010,Qld,"Textiles, leather & rubber (excl. tyres)",Energy from waste facility,Energy recovery,0,Core waste,Queensland
2009-2010,Qld,"Textiles, leather & rubber (excl. tyres)",Landfill,Disposal,131263,Core waste,Queensland
2009-2010,Qld,"Textiles, leather & rubber (excl. tyres)",Landfill,Energy recovery,11992,Core waste,Queensland
2009-2010,Qld,"Textiles, leather & rubber (excl. tyres)",Recycling,Recycling,7253,Core waste,Queensland
2009-2010,Qld,Unclassified materials,Energy from waste facility,Energy recovery,0,Core waste,Queensland
2009-2010,Qld,Unclassified materials,Landfill,Disposal,0,Core waste,Queensland
2009-2010,Qld,Unclassified materials,Landfill,Energy recovery,0,Core waste,Queensland
2009-2010,Qld,Unclassified materials,Recycling,Recycling,0,Core waste,Queensland
2009-2010,SA,Ash,Other disposal,Long-term storage,249018.7529,Non-core waste,South Australia
2009-2010,SA,Ash,Recycling,Recycling,170000,Non-core waste,South Australia
2009-2010,SA,Biosolids,Other disposal,Disposal,0,Core waste,South Australia
2009-2010,SA,Biosolids,Recycling,Recycling,139034.2921,Core waste,South Australia
2009-2010,SA,Building and demolition materials,Landfill,Disposal,103700,Core waste,South Australia
2009-2010,SA,Building and demolition materials,Recycling,Recycling,1009900,Core waste,South Australia
2009-2010,SA,Glass,Landfill,Disposal,14637,Core waste,South Australia
2009-2010,SA,Glass,Recycling,Recycling,57000,Core waste,South Australia
2009-2010,SA,Hazardous wastes,Energy from waste facility,Energy recovery,16765.06932,Core waste,South Australia
2009-2010,SA,Hazardous wastes,Landfill,Disposal,89656.78024,Core waste,South Australia
2009-2010,SA,Hazardous wastes,Other disposal,Disposal,13802.13789,Core waste,South Australia
2009-2010,SA,Hazardous wastes,Recycling,Recycling,57813.92721,Core waste,South Australia
2009-2010,SA,Hazardous wastes,Treatment,Disposal,20277.2973,Core waste,South Australia
2009-2010,SA,Hazardous wastes,Treatment,Energy recovery,1316.399706,Core waste,South Australia
2009-2010,SA,Hazardous wastes,Treatment,Recycling,32744.33483,Core waste,South Australia
2009-2010,SA,Metals,Landfill,Disposal,18980,Core waste,South Australia
2009-2010,SA,Metals,Recycling,Recycling,375800,Core waste,South Australia
2009-2010,SA,Organics,Energy from waste facility,Energy recovery,33000,Core waste,South Australia
2009-2010,SA,Organics,Landfill,Disposal,251121,Core waste,South Australia
2009-2010,SA,Organics,Landfill,Energy recovery,75127,Core waste,South Australia
2009-2010,SA,Organics,Recycling,Recycling,630700,Core waste,South Australia
2009-2010,SA,Paper & cardboard,Energy from waste facility,Energy recovery,0,Core waste,South Australia
2009-2010,SA,Paper & cardboard,Landfill,Disposal,56062,Core waste,South Australia
2009-2010,SA,Paper & cardboard,Landfill,Energy recovery,21785,Core waste,South Australia
2009-2010,SA,Paper & cardboard,Recycling,Recycling,222300,Core waste,South Australia
2009-2010,SA,Plastics,Energy from waste facility,Energy recovery,16500,Core waste,South Australia
2009-2010,SA,Plastics,Landfill,Disposal,50909,Core waste,South Australia
2009-2010,SA,Plastics,Landfill,Energy recovery,0,Core waste,South Australia
2009-2010,SA,Plastics,Recycling,Recycling,20480,Core waste,South Australia
2009-2010,SA,"Textiles, leather & rubber (excl. tyres)",Energy from waste facility,Energy recovery,5500,Core waste,South Australia
2009-2010,SA,"Textiles, leather & rubber (excl. tyres)",Landfill,Disposal,18461,Core waste,South Australia
2009-2010,SA,"Textiles, leather & rubber (excl. tyres)",Landfill,Energy recovery,7123,Core waste,South Australia
2009-2010,SA,"Textiles, leather & rubber (excl. tyres)",Recycling,Recycling,6900,Core waste,South Australia
2009-2010,SA,Unclassified materials,Energy from waste facility,Energy recovery,0,Core waste,South Australia
2009-2010,SA,Unclassified materials,Landfill,Disposal,0,Core waste,South Australia
2009-2010,SA,Unclassified materials,Landfill,Energy recovery,0,Core waste,South Australia
2009-2010,SA,Unclassified materials,Recycling,Recycling,0,Core waste,South Australia
2009-2010,Tas,Biosolids,Other disposal,Disposal,311.0303491,Core waste,Tasmania
2009-2010,Tas,Biosolids,Recycling,Recycling,15862.54781,Core waste,Tasmania
2009-2010,Tas,Building and demolition materials,Landfill,Disposal,55312,Core waste,Tasmania
2009-2010,Tas,Building and demolition materials,Recycling,Recycling,2354,Core waste,Tasmania
2009-2010,Tas,Glass,Landfill,Disposal,12704,Core waste,Tasmania
2009-2010,Tas,Glass,Recycling,Recycling,10554,Core waste,Tasmania
2009-2010,Tas,Hazardous wastes,Energy from waste facility,Energy recovery,2776.815766,Core waste,Tasmania
2009-2010,Tas,Hazardous wastes,Landfill,Disposal,56350.51531,Core waste,Tasmania
2009-2010,Tas,Hazardous wastes,Other disposal,Disposal,439.4447979,Core waste,Tasmania
2009-2010,Tas,Hazardous wastes,Recycling,Recycling,190467.5804,Core waste,Tasmania
2009-2010,Tas,Hazardous wastes,Treatment,Disposal,3988.309463,Core waste,Tasmania
2009-2010,Tas,Hazardous wastes,Treatment,Energy recovery,36.02256082,Core waste,Tasmania
2009-2010,Tas,Hazardous wastes,Treatment,Recycling,20891.5556,Core waste,Tasmania
2009-2010,Tas,Metals,Landfill,Disposal,11665,Core waste,Tasmania
2009-2010,Tas,Metals,Recycling,Recycling,10635,Core waste,Tasmania
2009-2010,Tas,Organics,Energy from waste facility,Energy recovery,0,Core waste,Tasmania
2009-2010,Tas,Organics,Landfill,Disposal,138220,Core waste,Tasmania
2009-2010,Tas,Organics,Landfill,Energy recovery,31062,Core waste,Tasmania
2009-2010,Tas,Organics,Recycling,Recycling,40411,Core waste,Tasmania
2009-2010,Tas,Paper & cardboard,Energy from waste facility,Energy recovery,0,Core waste,Tasmania
2009-2010,Tas,Paper & cardboard,Landfill,Disposal,41605,Core waste,Tasmania
2009-2010,Tas,Paper & cardboard,Landfill,Energy recovery,11399,Core waste,Tasmania
2009-2010,Tas,Paper & cardboard,Recycling,Recycling,70724,Core waste,Tasmania
2009-2010,Tas,Plastics,Landfill,Disposal,65616,Core waste,Tasmania
2009-2010,Tas,Plastics,Recycling,Recycling,2163,Core waste,Tasmania
2009-2010,Tas,"Textiles, leather & rubber (excl. tyres)",Energy from waste facility,Energy recovery,0,Core waste,Tasmania
2009-2010,Tas,"Textiles, leather & rubber (excl. tyres)",Landfill,Disposal,16511,Core waste,Tasmania
2009-2010,Tas,"Textiles, leather & rubber (excl. tyres)",Landfill,Energy recovery,2709,Core waste,Tasmania
2009-2010,Tas,"Textiles, leather & rubber (excl. tyres)",Recycling,Recycling,311,Core waste,Tasmania
2009-2010,Tas,Unclassified materials,Energy from waste facility,Energy recovery,0,Core waste,Tasmania
2009-2010,Tas,Unclassified materials,Landfill,Disposal,0,Core waste,Tasmania
2009-2010,Tas,Unclassified materials,Landfill,Energy recovery,0,Core waste,Tasmania
2009-2010,Tas,Unclassified materials,Recycling,Recycling,0,Core waste,Tasmania
2009-2010,Vic,Ash,Other disposal,Long-term storage,1316075.799,Non-core waste,Victoria
2009-2010,Vic,Ash,Recycling,Recycling,0,Non-core waste,Victoria
2009-2010,Vic,Biosolids,Other disposal,Disposal,283991.4678,Core waste,Victoria
2009-2010,Vic,Biosolids,Recycling,Recycling,152918.4827,Core waste,Victoria
2009-2010,Vic,Building and demolition materials,Landfill,Disposal,1050706,Core waste,Victoria
2009-2010,Vic,Building and demolition materials,Recycling,Recycling,3370704,Core waste,Victoria
2009-2010,Vic,Glass,Landfill,Disposal,109291,Core waste,Victoria
2009-2010,Vic,Glass,Recycling,Recycling,156117,Core waste,Victoria
2009-2010,Vic,Hazardous wastes,Energy from waste facility,Energy recovery,28655.68485,Core waste,Victoria
2009-2010,Vic,Hazardous wastes,Landfill,Disposal,439602.4893,Core waste,Victoria
2009-2010,Vic,Hazardous wastes,Other disposal,Disposal,3635.701307,Core waste,Victoria
2009-2010,Vic,Hazardous wastes,Recycling,Recycling,299289.949,Core waste,Victoria
2009-2010,Vic,Hazardous wastes,Treatment,Disposal,65345.52867,Core waste,Victoria
2009-2010,Vic,Hazardous wastes,Treatment,Energy recovery,10787.91603,Core waste,Victoria
2009-2010,Vic,Hazardous wastes,Treatment,Recycling,112535.0973,Core waste,Victoria
2009-2010,Vic,Metals,Landfill,Disposal,88977,Core waste,Victoria
2009-2010,Vic,Metals,Recycling,Recycling,1408689,Core waste,Victoria
2009-2010,Vic,Organics,Energy from waste facility,Energy recovery,0,Core waste,Victoria
2009-2010,Vic,Organics,Landfill,Disposal,1659176,Core waste,Victoria
2009-2010,Vic,Organics,Landfill,Energy recovery,282422,Core waste,Victoria
2009-2010,Vic,Organics,Recycling,Recycling,863140,Core waste,Victoria
2009-2010,Vic,Paper & cardboard,Energy from waste facility,Energy recovery,0,Core waste,Victoria
2009-2010,Vic,Paper & cardboard,Landfill,Disposal,500849,Core waste,Victoria
2009-2010,Vic,Paper & cardboard,Landfill,Energy recovery,107769,Core waste,Victoria
2009-2010,Vic,Paper & cardboard,Recycling,Recycling,999883,Core waste,Victoria
2009-2010,Vic,Plastics,Landfill,Disposal,534459,Core waste,Victoria
2009-2010,Vic,Plastics,Recycling,Recycling,154806,Core waste,Victoria
2009-2010,Vic,"Textiles, leather & rubber (excl. tyres)",Energy from waste facility,Energy recovery,766,Core waste,Victoria
2009-2010,Vic,"Textiles, leather & rubber (excl. tyres)",Landfill,Disposal,158250,Core waste,Victoria
2009-2010,Vic,"Textiles, leather & rubber (excl. tyres)",Landfill,Energy recovery,33840,Core waste,Victoria
2009-2010,Vic,"Textiles, leather & rubber (excl. tyres)",Recycling,Recycling,13068,Core waste,Victoria
2009-2010,Vic,Unclassified materials,Energy from waste facility,Energy recovery,0,Core waste,Victoria
2009-2010,Vic,Unclassified materials,Landfill,Disposal,0,Core waste,Victoria
2009-2010,Vic,Unclassified materials,Landfill,Energy recovery,0,Core waste,Victoria
2009-2010,Vic,Unclassified materials,Recycling,Recycling,0,Core waste,Victoria
2009-2010,WA,Ash,Other disposal,Long-term storage,579376.6967,Non-core waste,Western Australia
2009-2010,WA,Ash,Recycling,Recycling,466037.7748,Non-core waste,Western Australia
2009-2010,WA,Biosolids,Other disposal,Disposal,12115.45728,Core waste,Western Australia
2009-2010,WA,Biosolids,Recycling,Recycling,95712.1125,Core waste,Western Australia
2009-2010,WA,Building and demolition materials,Landfill,Disposal,2139991,Core waste,Western Australia
2009-2010,WA,Building and demolition materials,Recycling,Recycling,436298,Core waste,Western Australia
2009-2010,WA,Glass,Landfill,Disposal,130483,Core waste,Western Australia
2009-2010,WA,Glass,Recycling,Recycling,27744,Core waste,Western Australia
2009-2010,WA,Hazardous wastes,Energy from waste facility,Energy recovery,11221.18308,Core waste,Western Australia
2009-2010,WA,Hazardous wastes,Landfill,Disposal,91610.60711,Core waste,Western Australia
2009-2010,WA,Hazardous wastes,Other disposal,Disposal,2681.455504,Core waste,Western Australia
2009-2010,WA,Hazardous wastes,Recycling,Recycling,296843.5846,Core waste,Western Australia
2009-2010,WA,Hazardous wastes,Treatment,Disposal,18302.77864,Core waste,Western Australia
2009-2010,WA,Hazardous wastes,Treatment,Energy recovery,6457.376843,Core waste,Western Australia
2009-2010,WA,Hazardous wastes,Treatment,Recycling,35621.50657,Core waste,Western Australia
2009-2010,WA,Metals,Landfill,Disposal,142411,Core waste,Western Australia
2009-2010,WA,Metals,Recycling,Recycling,450293,Core waste,Western Australia
2009-2010,WA,Organics,Energy from waste facility,Energy recovery,0,Core waste,Western Australia
2009-2010,WA,Organics,Landfill,Disposal,1474645,Core waste,Western Australia
2009-2010,WA,Organics,Landfill,Energy recovery,120572,Core waste,Western Australia
2009-2010,WA,Organics,Recycling,Recycling,459542,Core waste,Western Australia
2009-2010,WA,Paper & cardboard,Energy from waste facility,Energy recovery,0,Core waste,Western Australia
2009-2010,WA,Paper & cardboard,Landfill,Disposal,395205,Core waste,Western Australia
2009-2010,WA,Paper & cardboard,Landfill,Energy recovery,44371,Core waste,Western Australia
2009-2010,WA,Paper & cardboard,Recycling,Recycling,453858,Core waste,Western Australia
2009-2010,WA,Plastics,Landfill,Disposal,461869,Core waste,Western Australia
2009-2010,WA,Plastics,Recycling,Recycling,13938,Core waste,Western Australia
2009-2010,WA,"Textiles, leather & rubber (excl. tyres)",Energy from waste facility,Energy recovery,0,Core waste,Western Australia
2009-2010,WA,"Textiles, leather & rubber (excl. tyres)",Landfill,Disposal,122949,Core waste,Western Australia
2009-2010,WA,"Textiles, leather & rubber (excl. tyres)",Landfill,Energy recovery,1845,Core waste,Western Australia
2009-2010,WA,"Textiles, leather & rubber (excl. tyres)",Recycling,Recycling,21179,Core waste,Western Australia
2009-2010,WA,Unclassified materials,Energy from waste facility,Energy recovery,0,Core waste,Western Australia
2009-2010,WA,Unclassified materials,Landfill,Disposal,0,Core waste,Western Australia
2009-2010,WA,Unclassified materials,Landfill,Energy recovery,0,Core waste,Western Australia
